outcome_id,outcome_var,outcome_label,paper_order,scale,moderator_id,moderator_label,moderator_tier,moderator_type,spec_id,estimator,estimand,h,n_left,n_right,min_cell,clusters,support_pass,estimate,standard_error,pvalue,ci_low,ci_high,control_sd,standardized_estimate,standardized_ci_low,standardized_ci_high,kp_f,sw_f_treat,sw_f_interaction,min_sw_f,underid_p,ar_p,gate_pass,gate_status,estimation_rc,p_holm,q_bh
P01,ln_sisfoh2013_population,Log rostered population,1,1,M01,Log baseline CCPP population,primary,continuous,common_h_covariates,ivreg2,fuzzy_late_interaction,.0075,41,22,22,43,1,-.34506384,.19424666,.075663559,-.72578031,.035652623,1.1692562,-.29511398,-.62071967,.03049171,1.6345944,7.8253927,4.0770297,4.0770297,.050686404,.31791368,0,underidentified,0,,
P01,ln_sisfoh2013_population,Log rostered population,1,1,M01,Log baseline CCPP population,primary,continuous,common_h_iv,ivreg2,fuzzy_late_interaction,.0075,43,22,22,45,1,-.4263733,.21679837,.049219947,-.85129029,-.0014563319,1.1517433,-.37019822,-.73913199,-.0012644588,.89259422,3.6688211,2.488028,2.488028,.099562041,.25031987,0,underidentified,0,.3937595784664154,
P01,ln_sisfoh2013_population,Log rostered population,1,1,M01,Log baseline CCPP population,primary,continuous,large_h_iv,ivreg2,fuzzy_late_interaction,.01,59,31,31,54,1,-.68864739,1.2918035,.59397137,-3.2205358,1.843241,1.1282032,-.61039305,-2.8545709,1.6337847,.10953294,.251344,.24637192,.24637192,.62404257,.66125244,0,underidentified,0,,
P01,ln_sisfoh2013_population,Log rostered population,1,1,M01,Log baseline CCPP population,primary,continuous,small_h_iv,ivreg2,fuzzy_late_interaction,.005,29,15,15,36,1,-.30899072,.75130284,.6808722,-1.7815173,1.1635358,1.3569142,-.22771576,-1.3129182,.85748667,.12108442,.32200494,.24611872,.24611872,.57791066,.81268626,0,underidentified,0,,
P01,ln_sisfoh2013_population,Log rostered population,1,1,M01,Log baseline CCPP population,primary,continuous,common_h_rdhte,rdhte,assignment_hte,.0075,43,22,22,45,1,-.1038171,.21481757,.62889671,-.5248518,.31721759,1.1517433,-.090139098,-.45570207,.27542385,,,,,,,1,assignment_hte_supported,0,1,
P02,ln_sisfoh2013_households,Log rostered households,2,1,M01,Log baseline CCPP population,primary,continuous,common_h_covariates,ivreg2,fuzzy_late_interaction,.0075,41,22,22,43,1,-.21844901,.18482108,.23722613,-.58069164,.14379366,1.0526391,-.20752507,-.55165315,.136603,1.6345944,7.8253927,4.0770297,4.0770297,.050686404,.44185206,0,underidentified,0,,
P02,ln_sisfoh2013_households,Log rostered households,2,1,M01,Log baseline CCPP population,primary,continuous,common_h_iv,ivreg2,fuzzy_late_interaction,.0075,43,22,22,45,1,-.28764006,.30313519,.34267971,-.88177413,.30649397,1.0373689,-.27727848,-.85001016,.29545319,.89259422,3.6688211,2.488028,2.488028,.099562041,.5662412,0,underidentified,0,1,
P02,ln_sisfoh2013_households,Log rostered households,2,1,M01,Log baseline CCPP population,primary,continuous,large_h_iv,ivreg2,fuzzy_late_interaction,.01,59,31,31,54,1,.010338069,.93331861,.9911623,-1.8189328,1.8396089,.9900676,.010441781,-1.8371804,1.8580639,.10953294,.251344,.24637192,.24637192,.62404257,.81488806,0,underidentified,0,,
P02,ln_sisfoh2013_households,Log rostered households,2,1,M01,Log baseline CCPP population,primary,continuous,small_h_iv,ivreg2,fuzzy_late_interaction,.005,29,15,15,36,1,.1889722,1.1108793,.86492324,-1.9883113,2.3662558,1.2017065,.15725321,-1.6545731,1.9690795,.12108442,.32200494,.24611872,.24611872,.57791066,.79709756,0,underidentified,0,,
P02,ln_sisfoh2013_households,Log rostered households,2,1,M01,Log baseline CCPP population,primary,continuous,common_h_rdhte,rdhte,assignment_hte,.0075,43,22,22,45,1,.085816219,.22013752,.69666225,-.3456454,.51727784,1.0373689,.082724877,-.33319429,.49864402,,,,,,,1,assignment_hte_supported,0,1,
P03,share_age_15_29_2013,Residents age 15-29,3,100,M01,Log baseline CCPP population,primary,continuous,common_h_covariates,ivreg2,fuzzy_late_interaction,.0075,41,22,22,43,1,36.288639,22.436417,.10579218,-7.6859303,80.263206,13.763603,2.6365654,-.55842429,5.8315549,1.6345944,7.8253927,4.0770297,4.0770297,.050686404,.0014509901,0,underidentified,0,,
P03,share_age_15_29_2013,Residents age 15-29,3,100,M01,Log baseline CCPP population,primary,continuous,common_h_iv,ivreg2,fuzzy_late_interaction,.0075,43,22,22,45,1,46.069054,31.377455,.14204407,-15.429627,107.56774,13.53303,3.4041939,-1.1401458,7.9485335,.89259422,3.6688211,2.488028,2.488028,.099562041,.0038535497,0,underidentified,0,.9943084716796875,
P03,share_age_15_29_2013,Residents age 15-29,3,100,M01,Log baseline CCPP population,primary,continuous,large_h_iv,ivreg2,fuzzy_late_interaction,.01,59,31,31,54,1,107.93246,200.60925,.59056097,-285.25446,501.11938,12.362742,8.7304621,-23.073721,40.534645,.10953294,.251344,.24637192,.24637192,.62404257,.007893092,0,underidentified,0,,
P03,share_age_15_29_2013,Residents age 15-29,3,100,M01,Log baseline CCPP population,primary,continuous,small_h_iv,ivreg2,fuzzy_late_interaction,.005,29,15,15,36,1,108.38091,187.13666,.5624854,-258.40021,475.16202,16.069996,6.7443018,-16.079668,29.568272,.12108442,.32200494,.24611872,.24611872,.57791066,.0037028103,0,underidentified,0,,
P03,share_age_15_29_2013,Residents age 15-29,3,100,M01,Log baseline CCPP population,primary,continuous,common_h_rdhte,rdhte,assignment_hte,.0075,43,22,22,45,1,28.208231,8.7056189,.001194322,11.145532,45.270931,13.53303,2.084399,.82357997,3.3452179,,,,,,,1,assignment_hte_supported,0,.0095545761287212,
P04,share_any_program_2013,Residents in any social program,4,100,M01,Log baseline CCPP population,primary,continuous,common_h_covariates,ivreg2,fuzzy_late_interaction,.0075,41,22,22,43,1,-6.6139531,10.554061,.53087306,-27.299532,14.071626,13.993115,-.47265765,-1.9509259,1.0056106,1.6345944,7.8253927,4.0770297,4.0770297,.050686404,.63723123,0,underidentified,0,,
P04,share_any_program_2013,Residents in any social program,4,100,M01,Log baseline CCPP population,primary,continuous,common_h_iv,ivreg2,fuzzy_late_interaction,.0075,43,22,22,45,1,-18.691198,25.44412,.46258441,-68.560753,31.17836,13.938599,-1.3409667,-4.9187694,2.236836,.89259422,3.6688211,2.488028,2.488028,.099562041,.58941162,0,underidentified,0,1,
P04,share_any_program_2013,Residents in any social program,4,100,M01,Log baseline CCPP population,primary,continuous,large_h_iv,ivreg2,fuzzy_late_interaction,.01,59,31,31,54,1,-29.096619,86.760269,.73734748,-199.14363,140.95039,15.577564,-1.8678542,-12.784003,9.048295,.10953294,.251344,.24637192,.24637192,.62404257,.68394136,0,underidentified,0,,
P04,share_any_program_2013,Residents in any social program,4,100,M01,Log baseline CCPP population,primary,continuous,small_h_iv,ivreg2,fuzzy_late_interaction,.005,29,15,15,36,1,-49.31382,121.8243,.68562847,-288.08505,189.45741,14.695152,-3.3557882,-19.604088,12.892511,.12108442,.32200494,.24611872,.24611872,.57791066,.64399922,0,underidentified,0,,
P04,share_any_program_2013,Residents in any social program,4,100,M01,Log baseline CCPP population,primary,continuous,common_h_rdhte,rdhte,assignment_hte,.0075,43,22,22,45,1,-15.314013,16.977673,.36705211,-48.589642,17.961615,13.938599,-1.0986767,-3.4859774,1.2886242,,,,,,,1,assignment_hte_supported,0,1,
P05,wellbeing_core_proxy_2013,Core wellbeing proxy,5,100,M01,Log baseline CCPP population,primary,continuous,common_h_covariates,ivreg2,fuzzy_late_interaction,.0075,41,22,22,43,1,2.1117315,13.481977,.87553358,-24.312458,28.535921,12.313388,.17149881,-1.9744735,2.317471,1.6345944,7.8253927,4.0770297,4.0770297,.050686404,.76496404,0,underidentified,0,,
P05,wellbeing_core_proxy_2013,Core wellbeing proxy,5,100,M01,Log baseline CCPP population,primary,continuous,common_h_iv,ivreg2,fuzzy_late_interaction,.0075,43,22,22,45,1,3.0726528,17.627544,.86162204,-31.476702,37.622005,12.264152,.25053936,-2.5665617,3.0676403,.89259422,3.6688211,2.488028,2.488028,.099562041,.77479124,0,underidentified,0,1,
P05,wellbeing_core_proxy_2013,Core wellbeing proxy,5,100,M01,Log baseline CCPP population,primary,continuous,large_h_iv,ivreg2,fuzzy_late_interaction,.01,59,31,31,54,1,9.7076397,49.991749,.84603113,-88.274384,107.68967,12.518089,.77548891,-7.0517459,8.6027241,.10953294,.251344,.24637192,.24637192,.62404257,.941845,0,underidentified,0,,
P05,wellbeing_core_proxy_2013,Core wellbeing proxy,5,100,M01,Log baseline CCPP population,primary,continuous,small_h_iv,ivreg2,fuzzy_late_interaction,.005,29,15,15,36,1,6.5957508,54.372028,.90344727,-99.971466,113.16297,13.063611,.50489491,-7.652667,8.6624565,.12108442,.32200494,.24611872,.24611872,.57791066,.76197898,0,underidentified,0,,
P05,wellbeing_core_proxy_2013,Core wellbeing proxy,5,100,M01,Log baseline CCPP population,primary,continuous,common_h_rdhte,rdhte,assignment_hte,.0075,43,22,22,45,1,4.813879,10.979882,.66107666,-16.706295,26.334053,12.264152,.39251626,-1.3622055,2.147238,,,,,,,1,assignment_hte_supported,0,1,
P06,share_nbi_any_2013,Households with any unmet basic need,6,100,M01,Log baseline CCPP population,primary,continuous,common_h_covariates,ivreg2,fuzzy_late_interaction,.0075,41,22,22,43,1,9.4768877,15.561279,.54252154,-21.022659,39.976433,28.583105,.33155558,-.73549247,1.3986036,1.6345944,7.8253927,4.0770297,4.0770297,.050686404,.85448605,0,underidentified,0,,
P06,share_nbi_any_2013,Households with any unmet basic need,6,100,M01,Log baseline CCPP population,primary,continuous,common_h_iv,ivreg2,fuzzy_late_interaction,.0075,43,22,22,45,1,32.941124,40.032799,.41059136,-45.521717,111.40397,28.377171,1.1608318,-1.6041669,3.9258306,.89259422,3.6688211,2.488028,2.488028,.099562041,.502823,0,underidentified,0,1,
P06,share_nbi_any_2013,Households with any unmet basic need,6,100,M01,Log baseline CCPP population,primary,continuous,large_h_iv,ivreg2,fuzzy_late_interaction,.01,59,31,31,54,1,76.094299,193.22675,.69372261,-302.62317,454.81177,28.186848,2.6996384,-10.736326,16.135603,.10953294,.251344,.24637192,.24637192,.62404257,.62690806,0,underidentified,0,,
P06,share_nbi_any_2013,Households with any unmet basic need,6,100,M01,Log baseline CCPP population,primary,continuous,small_h_iv,ivreg2,fuzzy_late_interaction,.005,29,15,15,36,1,111.10492,248.50854,.65481234,-375.96286,598.17273,29.641836,3.7482467,-12.683521,20.180016,.12108442,.32200494,.24611872,.24611872,.57791066,.35761228,0,underidentified,0,,
P06,share_nbi_any_2013,Households with any unmet basic need,6,100,M01,Log baseline CCPP population,primary,continuous,common_h_rdhte,rdhte,assignment_hte,.0075,43,22,22,45,1,15.132467,17.992729,.4003298,-20.132633,50.397568,28.377171,.53326201,-.7094658,1.7759899,,,,,,,1,assignment_hte_supported,0,1,
P07,labor_force_participation_2013,Labor-force participation,7,100,M01,Log baseline CCPP population,primary,continuous,common_h_covariates,ivreg2,fuzzy_late_interaction,.0075,41,22,22,43,1,9.3276253,10.231632,.36195517,-10.726006,29.381254,15.319365,.60887808,-.70015991,1.9179161,1.6345944,7.8253927,4.0770297,4.0770297,.050686404,.64157563,0,underidentified,0,,
P07,labor_force_participation_2013,Labor-force participation,7,100,M01,Log baseline CCPP population,primary,continuous,common_h_iv,ivreg2,fuzzy_late_interaction,.0075,43,22,22,45,1,23.438562,21.711885,.28035295,-19.115952,65.99308,14.978951,1.5647666,-1.2761877,4.4057212,.89259422,3.6688211,2.488028,2.488028,.099562041,.22487688,0,underidentified,0,1,
P07,labor_force_participation_2013,Labor-force participation,7,100,M01,Log baseline CCPP population,primary,continuous,large_h_iv,ivreg2,fuzzy_late_interaction,.01,59,31,31,54,1,56.278748,127.95377,.66005546,-194.50604,307.06354,15.954082,3.5275455,-12.191616,19.246706,.10953294,.251344,.24637192,.24637192,.62404257,.27624696,0,underidentified,0,,
P07,labor_force_participation_2013,Labor-force participation,7,100,M01,Log baseline CCPP population,primary,continuous,small_h_iv,ivreg2,fuzzy_late_interaction,.005,29,15,15,36,1,80.121895,158.53305,.61328107,-230.59717,390.84094,16.151674,4.9605937,-14.276982,24.19817,.12108442,.32200494,.24611872,.24611872,.57791066,.14263131,0,underidentified,0,,
P07,labor_force_participation_2013,Labor-force participation,7,100,M01,Log baseline CCPP population,primary,continuous,common_h_rdhte,rdhte,assignment_hte,.0075,43,22,22,45,1,14.558891,8.3659306,.081813432,-1.8380308,30.955814,14.978951,.97195673,-.12270758,2.0666211,,,,,,,1,assignment_hte_supported,0,.5726940259337425,
P08,share_educ_secondaryplus_2013,Secondary education or higher,8,100,M01,Log baseline CCPP population,primary,continuous,common_h_covariates,ivreg2,fuzzy_late_interaction,.0075,41,22,22,43,1,10.880929,17.20833,.52718699,-22.846779,44.608639,15.72756,.69183832,-1.4526589,2.8363354,1.6345944,7.8253927,4.0770297,4.0770297,.050686404,.53817952,0,underidentified,0,,
P08,share_educ_secondaryplus_2013,Secondary education or higher,8,100,M01,Log baseline CCPP population,primary,continuous,common_h_iv,ivreg2,fuzzy_late_interaction,.0075,43,22,22,45,1,10.560891,23.272886,.64998347,-35.053127,56.174911,15.745008,.67074537,-2.226301,3.5677917,.89259422,3.6688211,2.488028,2.488028,.099562041,.48917994,0,underidentified,0,1,
P08,share_educ_secondaryplus_2013,Secondary education or higher,8,100,M01,Log baseline CCPP population,primary,continuous,large_h_iv,ivreg2,fuzzy_late_interaction,.01,59,31,31,54,1,-.38683644,65.05265,.99525541,-127.88769,127.11401,15.346452,-.025206897,-8.3333712,8.282958,.10953294,.251344,.24637192,.24637192,.62404257,.54018229,0,underidentified,0,,
P08,share_educ_secondaryplus_2013,Secondary education or higher,8,100,M01,Log baseline CCPP population,primary,continuous,small_h_iv,ivreg2,fuzzy_late_interaction,.005,29,15,15,36,1,8.6733389,58.852135,.88283598,-106.67472,124.0214,17.255453,.50264335,-6.1820879,7.1873746,.12108442,.32200494,.24611872,.24611872,.57791066,.53283769,0,underidentified,0,,
P08,share_educ_secondaryplus_2013,Secondary education or higher,8,100,M01,Log baseline CCPP population,primary,continuous,common_h_rdhte,rdhte,assignment_hte,.0075,43,22,22,45,1,6.8296962,12.098345,.57240373,-16.882624,30.542015,15.745008,.43376899,-1.0722524,1.9397904,,,,,,,1,assignment_hte_supported,0,1,
P01,ln_sisfoh2013_population,Log rostered population,1,1,M02,District-capital CCPP,primary,binary,common_h_covariates,ivreg2,fuzzy_late_interaction,.0075,41,22,2,43,0,,,,,,,,,,,,,,,,0,insufficient_support,2001,,
P01,ln_sisfoh2013_population,Log rostered population,1,1,M02,District-capital CCPP,primary,binary,common_h_iv,ivreg2,fuzzy_late_interaction,.0075,42,22,2,44,0,,,,,,,,,,,,,,,,0,insufficient_support,2001,,
P01,ln_sisfoh2013_population,Log rostered population,1,1,M02,District-capital CCPP,primary,binary,large_h_iv,ivreg2,fuzzy_late_interaction,.01,58,31,4,53,0,,,,,,,,,,,,,,,,0,insufficient_support,2001,,
P01,ln_sisfoh2013_population,Log rostered population,1,1,M02,District-capital CCPP,primary,binary,small_h_iv,ivreg2,fuzzy_late_interaction,.005,29,15,2,36,0,,,,,,,,,,,,,,,,0,insufficient_support,2001,,
P01,ln_sisfoh2013_population,Log rostered population,1,1,M02,District-capital CCPP,primary,binary,common_h_rdhte,rdhte,assignment_hte,.0075,42,22,2,44,0,,,,,,,,,,,,,,,,0,insufficient_support,2001,,
P02,ln_sisfoh2013_households,Log rostered households,2,1,M02,District-capital CCPP,primary,binary,common_h_covariates,ivreg2,fuzzy_late_interaction,.0075,41,22,2,43,0,,,,,,,,,,,,,,,,0,insufficient_support,2001,,
P02,ln_sisfoh2013_households,Log rostered households,2,1,M02,District-capital CCPP,primary,binary,common_h_iv,ivreg2,fuzzy_late_interaction,.0075,42,22,2,44,0,,,,,,,,,,,,,,,,0,insufficient_support,2001,,
P02,ln_sisfoh2013_households,Log rostered households,2,1,M02,District-capital CCPP,primary,binary,large_h_iv,ivreg2,fuzzy_late_interaction,.01,58,31,4,53,0,,,,,,,,,,,,,,,,0,insufficient_support,2001,,
P02,ln_sisfoh2013_households,Log rostered households,2,1,M02,District-capital CCPP,primary,binary,small_h_iv,ivreg2,fuzzy_late_interaction,.005,29,15,2,36,0,,,,,,,,,,,,,,,,0,insufficient_support,2001,,
P02,ln_sisfoh2013_households,Log rostered households,2,1,M02,District-capital CCPP,primary,binary,common_h_rdhte,rdhte,assignment_hte,.0075,42,22,2,44,0,,,,,,,,,,,,,,,,0,insufficient_support,2001,,
P03,share_age_15_29_2013,Residents age 15-29,3,100,M02,District-capital CCPP,primary,binary,common_h_covariates,ivreg2,fuzzy_late_interaction,.0075,41,22,2,43,0,,,,,,,,,,,,,,,,0,insufficient_support,2001,,
P03,share_age_15_29_2013,Residents age 15-29,3,100,M02,District-capital CCPP,primary,binary,common_h_iv,ivreg2,fuzzy_late_interaction,.0075,42,22,2,44,0,,,,,,,,,,,,,,,,0,insufficient_support,2001,,
P03,share_age_15_29_2013,Residents age 15-29,3,100,M02,District-capital CCPP,primary,binary,large_h_iv,ivreg2,fuzzy_late_interaction,.01,58,31,4,53,0,,,,,,,,,,,,,,,,0,insufficient_support,2001,,
P03,share_age_15_29_2013,Residents age 15-29,3,100,M02,District-capital CCPP,primary,binary,small_h_iv,ivreg2,fuzzy_late_interaction,.005,29,15,2,36,0,,,,,,,,,,,,,,,,0,insufficient_support,2001,,
P03,share_age_15_29_2013,Residents age 15-29,3,100,M02,District-capital CCPP,primary,binary,common_h_rdhte,rdhte,assignment_hte,.0075,42,22,2,44,0,,,,,,,,,,,,,,,,0,insufficient_support,2001,,
P04,share_any_program_2013,Residents in any social program,4,100,M02,District-capital CCPP,primary,binary,common_h_covariates,ivreg2,fuzzy_late_interaction,.0075,41,22,2,43,0,,,,,,,,,,,,,,,,0,insufficient_support,2001,,
P04,share_any_program_2013,Residents in any social program,4,100,M02,District-capital CCPP,primary,binary,common_h_iv,ivreg2,fuzzy_late_interaction,.0075,42,22,2,44,0,,,,,,,,,,,,,,,,0,insufficient_support,2001,,
P04,share_any_program_2013,Residents in any social program,4,100,M02,District-capital CCPP,primary,binary,large_h_iv,ivreg2,fuzzy_late_interaction,.01,58,31,4,53,0,,,,,,,,,,,,,,,,0,insufficient_support,2001,,
P04,share_any_program_2013,Residents in any social program,4,100,M02,District-capital CCPP,primary,binary,small_h_iv,ivreg2,fuzzy_late_interaction,.005,29,15,2,36,0,,,,,,,,,,,,,,,,0,insufficient_support,2001,,
P04,share_any_program_2013,Residents in any social program,4,100,M02,District-capital CCPP,primary,binary,common_h_rdhte,rdhte,assignment_hte,.0075,42,22,2,44,0,,,,,,,,,,,,,,,,0,insufficient_support,2001,,
P05,wellbeing_core_proxy_2013,Core wellbeing proxy,5,100,M02,District-capital CCPP,primary,binary,common_h_covariates,ivreg2,fuzzy_late_interaction,.0075,41,22,2,43,0,,,,,,,,,,,,,,,,0,insufficient_support,2001,,
P05,wellbeing_core_proxy_2013,Core wellbeing proxy,5,100,M02,District-capital CCPP,primary,binary,common_h_iv,ivreg2,fuzzy_late_interaction,.0075,42,22,2,44,0,,,,,,,,,,,,,,,,0,insufficient_support,2001,,
P05,wellbeing_core_proxy_2013,Core wellbeing proxy,5,100,M02,District-capital CCPP,primary,binary,large_h_iv,ivreg2,fuzzy_late_interaction,.01,58,31,4,53,0,,,,,,,,,,,,,,,,0,insufficient_support,2001,,
P05,wellbeing_core_proxy_2013,Core wellbeing proxy,5,100,M02,District-capital CCPP,primary,binary,small_h_iv,ivreg2,fuzzy_late_interaction,.005,29,15,2,36,0,,,,,,,,,,,,,,,,0,insufficient_support,2001,,
P05,wellbeing_core_proxy_2013,Core wellbeing proxy,5,100,M02,District-capital CCPP,primary,binary,common_h_rdhte,rdhte,assignment_hte,.0075,42,22,2,44,0,,,,,,,,,,,,,,,,0,insufficient_support,2001,,
P06,share_nbi_any_2013,Households with any unmet basic need,6,100,M02,District-capital CCPP,primary,binary,common_h_covariates,ivreg2,fuzzy_late_interaction,.0075,41,22,2,43,0,,,,,,,,,,,,,,,,0,insufficient_support,2001,,
P06,share_nbi_any_2013,Households with any unmet basic need,6,100,M02,District-capital CCPP,primary,binary,common_h_iv,ivreg2,fuzzy_late_interaction,.0075,42,22,2,44,0,,,,,,,,,,,,,,,,0,insufficient_support,2001,,
P06,share_nbi_any_2013,Households with any unmet basic need,6,100,M02,District-capital CCPP,primary,binary,large_h_iv,ivreg2,fuzzy_late_interaction,.01,58,31,4,53,0,,,,,,,,,,,,,,,,0,insufficient_support,2001,,
P06,share_nbi_any_2013,Households with any unmet basic need,6,100,M02,District-capital CCPP,primary,binary,small_h_iv,ivreg2,fuzzy_late_interaction,.005,29,15,2,36,0,,,,,,,,,,,,,,,,0,insufficient_support,2001,,
P06,share_nbi_any_2013,Households with any unmet basic need,6,100,M02,District-capital CCPP,primary,binary,common_h_rdhte,rdhte,assignment_hte,.0075,42,22,2,44,0,,,,,,,,,,,,,,,,0,insufficient_support,2001,,
P07,labor_force_participation_2013,Labor-force participation,7,100,M02,District-capital CCPP,primary,binary,common_h_covariates,ivreg2,fuzzy_late_interaction,.0075,41,22,2,43,0,,,,,,,,,,,,,,,,0,insufficient_support,2001,,
P07,labor_force_participation_2013,Labor-force participation,7,100,M02,District-capital CCPP,primary,binary,common_h_iv,ivreg2,fuzzy_late_interaction,.0075,42,22,2,44,0,,,,,,,,,,,,,,,,0,insufficient_support,2001,,
P07,labor_force_participation_2013,Labor-force participation,7,100,M02,District-capital CCPP,primary,binary,large_h_iv,ivreg2,fuzzy_late_interaction,.01,58,31,4,53,0,,,,,,,,,,,,,,,,0,insufficient_support,2001,,
P07,labor_force_participation_2013,Labor-force participation,7,100,M02,District-capital CCPP,primary,binary,small_h_iv,ivreg2,fuzzy_late_interaction,.005,29,15,2,36,0,,,,,,,,,,,,,,,,0,insufficient_support,2001,,
P07,labor_force_participation_2013,Labor-force participation,7,100,M02,District-capital CCPP,primary,binary,common_h_rdhte,rdhte,assignment_hte,.0075,42,22,2,44,0,,,,,,,,,,,,,,,,0,insufficient_support,2001,,
P08,share_educ_secondaryplus_2013,Secondary education or higher,8,100,M02,District-capital CCPP,primary,binary,common_h_covariates,ivreg2,fuzzy_late_interaction,.0075,41,22,2,43,0,,,,,,,,,,,,,,,,0,insufficient_support,2001,,
P08,share_educ_secondaryplus_2013,Secondary education or higher,8,100,M02,District-capital CCPP,primary,binary,common_h_iv,ivreg2,fuzzy_late_interaction,.0075,42,22,2,44,0,,,,,,,,,,,,,,,,0,insufficient_support,2001,,
P08,share_educ_secondaryplus_2013,Secondary education or higher,8,100,M02,District-capital CCPP,primary,binary,large_h_iv,ivreg2,fuzzy_late_interaction,.01,58,31,4,53,0,,,,,,,,,,,,,,,,0,insufficient_support,2001,,
P08,share_educ_secondaryplus_2013,Secondary education or higher,8,100,M02,District-capital CCPP,primary,binary,small_h_iv,ivreg2,fuzzy_late_interaction,.005,29,15,2,36,0,,,,,,,,,,,,,,,,0,insufficient_support,2001,,
P08,share_educ_secondaryplus_2013,Secondary education or higher,8,100,M02,District-capital CCPP,primary,binary,common_h_rdhte,rdhte,assignment_hte,.0075,42,22,2,44,0,,,,,,,,,,,,,,,,0,insufficient_support,2001,,
P01,ln_sisfoh2013_population,Log rostered population,1,1,S01,Baseline CCPP deprivation,secondary,continuous,common_h_covariates,ivreg2,fuzzy_late_interaction,.0075,41,22,22,43,1,.11184949,.25038126,.6550796,-.37888876,.6025877,1.1692562,.09565866,-.32404253,.51535988,1.9301655,8.6642809,3.9196875,3.9196875,.021946494,.57680082,0,weak_interaction_instruments,0,,
P01,ln_sisfoh2013_population,Log rostered population,1,1,S01,Baseline CCPP deprivation,secondary,continuous,common_h_iv,ivreg2,fuzzy_late_interaction,.0075,42,22,22,44,1,-.18693146,1.0175915,.85424888,-2.1813741,1.8075111,1.1637104,-.16063401,-1.8744991,1.553231,1.2398442,7.9967518,2.2720947,2.2720947,.044397619,.64627546,0,weak_interaction_instruments,0,,.9426194552717537
P01,ln_sisfoh2013_population,Log rostered population,1,1,S01,Baseline CCPP deprivation,secondary,continuous,common_h_rdhte,rdhte,assignment_hte,.0075,42,22,22,44,1,.46007636,.87866235,.60054988,-1.2620702,2.1822228,1.1637104,.39535296,-1.0845226,1.8752285,,,,,,,1,assignment_hte_supported,0,,.8355476545250934
P02,ln_sisfoh2013_households,Log rostered households,2,1,S01,Baseline CCPP deprivation,secondary,continuous,common_h_covariates,ivreg2,fuzzy_late_interaction,.0075,41,22,22,43,1,-.41850218,.22891261,.067516819,-.86716264,.030158283,1.0526391,-.39757422,-.8237986,.028650165,1.9301655,8.6642809,3.9196875,3.9196875,.021946494,.18607642,0,weak_interaction_instruments,0,,
P02,ln_sisfoh2013_households,Log rostered households,2,1,S01,Baseline CCPP deprivation,secondary,continuous,common_h_iv,ivreg2,fuzzy_late_interaction,.0075,42,22,22,44,1,-.7560637,.88594621,.39343926,-2.4924862,.98035896,1.0470641,-.72207969,-2.3804526,.93629318,1.2398442,7.9967518,2.2720947,2.2720947,.044397619,.57106936,0,weak_interaction_instruments,0,,.8443943170400766
P02,ln_sisfoh2013_households,Log rostered households,2,1,S01,Baseline CCPP deprivation,secondary,continuous,common_h_rdhte,rdhte,assignment_hte,.0075,42,22,22,44,1,.17153333,.69011009,.80370164,-1.1810576,1.5241241,1.0470641,.16382314,-1.1279707,1.455617,,,,,,,1,assignment_hte_supported,0,,.8868431880556303
P03,share_age_15_29_2013,Residents age 15-29,3,100,S01,Baseline CCPP deprivation,secondary,continuous,common_h_covariates,ivreg2,fuzzy_late_interaction,.0075,41,22,22,43,1,6.1511331,15.28708,.68740833,-23.810993,36.113258,13.763603,.446913,-1.7299972,2.6238232,1.9301655,8.6642809,3.9196875,3.9196875,.021946494,.036147218,0,weak_interaction_instruments,0,,
P03,share_age_15_29_2013,Residents age 15-29,3,100,S01,Baseline CCPP deprivation,secondary,continuous,common_h_iv,ivreg2,fuzzy_late_interaction,.0075,42,22,22,44,1,4.5543923,14.974925,.76102537,-24.795923,33.904705,13.669607,.33317652,-1.8139455,2.4802985,1.2398442,7.9967518,2.2720947,2.2720947,.044397619,.24102132,0,weak_interaction_instruments,0,,.9019559930872033
P03,share_age_15_29_2013,Residents age 15-29,3,100,S01,Baseline CCPP deprivation,secondary,continuous,common_h_rdhte,rdhte,assignment_hte,.0075,42,22,22,44,1,-18.359365,13.248397,.16581407,-44.325745,7.607017,13.669607,-1.3430791,-3.2426496,.55649126,,,,,,,1,assignment_hte_supported,0,,.5306050300598145
P04,share_any_program_2013,Residents in any social program,4,100,S01,Baseline CCPP deprivation,secondary,continuous,common_h_covariates,ivreg2,fuzzy_late_interaction,.0075,41,22,22,43,1,15.246572,11.897501,.20002036,-8.0721025,38.565247,13.993115,1.0895766,-.57686245,2.7560155,1.9301655,8.6642809,3.9196875,3.9196875,.021946494,.34424707,0,weak_interaction_instruments,0,,
P04,share_any_program_2013,Residents in any social program,4,100,S01,Baseline CCPP deprivation,secondary,continuous,common_h_iv,ivreg2,fuzzy_late_interaction,.0075,42,22,22,44,1,23.972212,19.041885,.20805919,-13.349197,61.293621,13.844298,1.7315586,-.96423793,4.4273548,1.2398442,7.9967518,2.2720947,2.2720947,.044397619,.11224303,0,weak_interaction_instruments,0,,.8443943170400766
P04,share_any_program_2013,Residents in any social program,4,100,S01,Baseline CCPP deprivation,secondary,continuous,common_h_rdhte,rdhte,assignment_hte,.0075,42,22,22,44,1,28.540411,12.545522,.022909043,3.9516401,53.129181,13.844298,2.0615282,.28543448,3.8376219,,,,,,,1,assignment_hte_supported,0,,.1740239858627319
