grid_scope,candidate_id,candidate_label,candidate_type,team_review_eligible,subset_size,candidate_n,complete_2012,complete_2016,complete_2023,complete_early_mid,positive_early_mid,positive_ci_early_mid,strong_early_mid,min_tau_early_mid,min_wald_early_mid,max_p_early_mid,min_effective_early_mid,min_clusters_early_mid,complete_three_horizons,positive_three_horizons,positive_ci_three_horizons,strong_three_horizons,horizon_pattern,min_tau_three_horizons,min_wald_three_horizons,max_p_three_horizons,min_effective_three_horizons,min_clusters_three_horizons,support_ok2012,estimation_rc2012,tau_cl2012,tau_bc2012,se_rb2012,p_rb2012,ci_left2012,ci_right2012,effective_n2012,clusters_left2012,clusters_right2012,robust_wald2012,support_ok2016,estimation_rc2016,tau_cl2016,tau_bc2016,se_rb2016,p_rb2016,ci_left2016,ci_right2016,effective_n2016,clusters_left2016,clusters_right2016,robust_wald2016,support_ok2023,estimation_rc2023,tau_cl2023,tau_bc2023,se_rb2023,p_rb2023,ci_left2023,ci_right2023,effective_n2023,clusters_left2023,clusters_right2023,robust_wald2023,strong_early_2012,strong_mid_2016,strong_late_2023,late_to_early_ratio
broad_atlas,province_cell_045,Province cell: HUANUCO HUAMALIES,atlas_province_cell,0,1,115,0,0,0,0,0,0,0,,,,,,0,0,0,0,incomplete,,,,,,0,,,,,,,,,7,8,,0,,,,,,,,,7,8,,0,,,,,,,,,7,8,,0,0,0,
broad_atlas,province_cell_046,Province cell: HUANUCO HUANUCO,atlas_province_cell,0,1,140,0,0,0,0,0,0,0,,,,,,0,0,0,0,incomplete,,,,,,0,,,,,,,,,10,8,,0,,,,,,,,,10,8,,0,,,,,,,,,10,8,,0,0,0,
broad_atlas,province_cell_047,Province cell: HUANUCO LAURICOCHA,atlas_province_cell,0,1,34,0,0,0,0,0,0,0,,,,,,0,0,0,0,incomplete,,,,,,0,,,,,,,,,5,2,,0,,,,,,,,,5,2,,0,,,,,,,,,5,2,,0,0,0,
broad_atlas,province_cell_048,Province cell: HUANUCO LEONCIO PRADO,atlas_province_cell,0,1,241,0,0,0,0,0,0,0,,,,,,0,0,0,0,incomplete,,,,,,0,,,,,,,,,6,6,,0,,,,,,,,,6,6,,0,,,,,,,,,6,6,,0,0,0,
broad_atlas,province_cell_049,Province cell: HUANUCO MARANON,atlas_province_cell,0,1,43,0,0,0,0,0,0,0,,,,,,0,0,0,0,incomplete,,,,,,0,,,,,,,,,3,1,,0,,,,,,,,,3,1,,0,,,,,,,,,3,1,,0,0,0,
broad_atlas,province_cell_050,Province cell: HUANUCO PACHITEA,atlas_province_cell,0,1,38,0,0,0,0,0,0,0,,,,,,0,0,0,0,incomplete,,,,,,0,,,,,,,,,4,1,,0,,,,,,,,,4,1,,0,,,,,,,,,4,1,,0,0,0,
broad_atlas,province_cell_051,Province cell: HUANUCO PUERTO INCA,atlas_province_cell,0,1,36,0,0,0,0,0,0,0,,,,,,0,0,0,0,incomplete,,,,,,0,,,,,,,,,3,2,,0,,,,,,,,,3,2,,0,,,,,,,,,3,2,,0,0,0,
broad_atlas,province_cell_052,Province cell: HUANUCO YAROWILCA,atlas_province_cell,0,1,47,0,0,0,0,0,0,0,,,,,,0,0,0,0,incomplete,,,,,,0,,,,,,,,,5,5,,0,,,,,,,,,5,5,,0,,,,,,,,,5,5,,0,0,0,
broad_atlas,province_cell_053,Province cell: JUNIN CHANCHAMAYO,atlas_province_cell,0,1,53,0,0,0,0,0,0,0,,,,,,0,0,0,0,incomplete,,,,,,0,,,,,,,,,4,3,,0,,,,,,,,,4,3,,0,,,,,,,,,4,3,,0,0,0,
broad_atlas,province_cell_054,Province cell: JUNIN CHUPACA,atlas_province_cell,0,1,19,0,0,0,0,0,0,0,,,,,,0,0,0,0,incomplete,,,,,,0,,,,,,,,,6,3,,0,,,,,,,,,6,3,,0,,,,,,,,,6,3,,0,0,0,
